,Age,Embarked,Fare,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Title,NameLen
101,29.84259578544061,2,7.8958,0,102,3,1,0,0.0,12,29
102,21.0,2,77.2875,1,103,1,1,0,0.0,12,22
103,33.0,2,8.6542,0,104,3,1,0,0.0,12,23
104,37.0,2,7.925,0,105,3,1,2,0.0,12,27
105,28.0,2,7.8958,0,106,3,1,0,0.0,12,18
106,21.0,2,7.65,0,107,3,0,0,1.0,9,27
107,29.84259578544061,2,7.775,0,108,3,1,0,1.0,12,19
108,38.0,2,7.8958,0,109,3,1,0,0.0,12,12
109,29.84259578544061,1,24.15,0,110,3,0,1,1.0,9,14
110,47.0,2,52.0,0,111,1,1,0,0.0,12,27
111,14.5,0,14.4542,0,112,3,0,1,0.0,9,15
112,22.0,2,8.05,0,113,3,1,0,0.0,12,19
113,20.0,2,9.825,0,114,3,0,1,0.0,9,18
114,17.0,0,14.4583,0,115,3,0,0,0.0,9,16
115,21.0,2,7.925,0,116,3,1,0,0.0,12,18
116,70.5,1,7.75,0,117,3,1,0,0.0,12,17
117,29.0,2,21.0,0,118,2,1,1,0.0,12,28
118,24.0,0,247.5208,1,119,1,1,0,0.0,12,21
119,2.0,2,31.275,2,120,3,0,4,0.0,9,28
120,21.0,2,73.5,0,121,2,1,2,0.0,12,24
121,29.84259578544061,2,8.05,0,122,3,1,0,0.0,12,23
122,32.5,0,30.0708,0,123,2,1,1,0.0,12,17
123,32.5,2,13.0,0,124,2,0,0,1.0,9,14
124,54.0,2,77.2875,1,125,1,1,0,0.0,12,24
125,12.0,0,11.2417,0,126,3,1,1,1.0,8,21
126,29.84259578544061,1,7.75,0,127,3,1,0,0.0,12,16
127,24.0,2,7.1417,0,128,3,1,0,1.0,12,22
128,29.84259578544061,0,22.3583,1,129,3,0,1,1.0,9,12
129,45.0,2,6.975,0,130,3,1,0,0.0,12,15
130,33.0,0,7.8958,0,131,3,1,0,0.0,12,17
131,20.0,2,7.05,0,132,3,1,0,0.0,12,27
132,47.0,2,14.5,0,133,3,0,1,0.0,13,42
133,29.0,2,26.0,0,134,2,0,1,1.0,13,41
134,25.0,2,13.0,0,135,2,1,0,0.0,12,27
135,23.0,0,15.0458,0,136,2,1,0,0.0,12,15
136,19.0,2,26.2833,2,137,1,0,0,1.0,9,23
137,37.0,2,53.1,0,138,1,1,1,0.0,12,24
138,16.0,2,9.2167,0,139,3,1,0,0.0,12,16
139,24.0,0,79.2,0,140,1,1,0,0.0,12,15
140,29.84259578544061,0,15.2458,2,141,3,0,0,0.0,13,25
141,22.0,2,7.75,0,142,3,0,0,1.0,9,19
142,24.0,2,15.85,0,143,3,0,1,1.0,13,48
143,19.0,1,6.75,0,144,3,1,0,0.0,12,16
144,18.0,2,11.5,0,145,2,1,0,0.0,12,23
145,19.0,2,36.75,1,146,2,1,1,0.0,12,25
146,27.0,2,7.7958,0,147,3,1,0,1.0,12,41
147,9.0,2,34.375,2,148,3,0,2,0.0,9,27
148,36.5,2,26.0,2,149,2,1,0,0.0,12,37
149,42.0,2,13.0,0,150,2,1,0,0.0,15,29
150,51.0,2,12.525,0,151,2,1,0,0.0,15,22
151,22.0,2,66.6,0,152,1,0,1,1.0,13,29
152,55.5,2,8.05,0,153,3,1,0,0.0,12,13
153,40.5,2,14.5,2,154,3,1,0,0.0,12,28
154,29.84259578544061,2,7.3125,0,155,3,1,0,0.0,12,18
155,51.0,0,61.3792,1,156,1,1,0,0.0,12,24
156,16.0,1,7.7333,0,157,3,0,0,1.0,9,27
157,30.0,2,8.05,0,158,3,1,0,0.0,12,12
158,29.84259578544061,2,8.6625,0,159,3,1,0,0.0,12,16
159,29.84259578544061,2,69.55,2,160,3,1,8,0.0,8,19
160,44.0,2,16.1,1,161,3,1,0,0.0,12,21
161,40.0,2,15.75,0,162,2,0,0,1.0,13,46
162,26.0,2,7.775,0,163,3,1,0,0.0,12,23
163,17.0,2,8.6625,0,164,3,1,0,0.0,12,12
164,1.0,2,39.6875,1,165,3,1,4,0.0,8,21
165,9.0,2,20.525,2,166,3,1,0,1.0,8,40
166,29.84259578544061,2,55.0,1,167,1,0,0,1.0,13,34
167,45.0,2,27.9,4,168,3,0,1,0.0,13,43
168,29.84259578544061,2,25.925,0,169,1,1,0,0.0,12,16
169,28.0,2,56.4958,0,170,3,1,0,0.0,12,10
170,61.0,2,33.5,0,171,1,1,0,0.0,12,22
171,4.0,1,29.125,1,172,3,1,4,0.0,8,13
172,1.0,2,11.1333,1,173,3,0,1,1.0,9,23
173,21.0,2,7.925,0,174,3,1,0,0.0,12,22
174,56.0,0,30.6958,0,175,1,1,0,0.0,12,20
175,18.0,2,7.8542,1,176,3,1,1,0.0,12,19
176,29.84259578544061,2,25.4667,1,177,3,1,3,0.0,8,22
177,50.0,0,28.7125,0,178,1,0,0,0.0,9,21
178,30.0,2,13.0,0,179,2,1,0,0.0,12,15
179,36.0,2,0.0,0,180,3,1,0,0.0,12,16
180,29.84259578544061,2,69.55,2,181,3,0,8,0.0,9,23
181,29.84259578544061,0,15.05,0,182,2,1,0,0.0,12,13
182,9.0,2,31.3875,2,183,3,1,4,0.0,8,30
183,1.0,2,39.0,1,184,2,1,2,1.0,8,18
184,4.0,2,22.025,2,185,3,0,0,1.0,9,30
185,29.84259578544061,2,50.0,0,186,1,1,0,0.0,12,18
186,29.84259578544061,1,15.5,0,187,3,0,1,1.0,13,43
187,45.0,2,26.55,0,188,1,1,0,1.0,12,42
188,40.0,1,15.5,1,189,3,1,1,0.0,12,13
189,36.0,2,7.8958,0,190,3,1,0,0.0,12,16
190,32.0,2,13.0,0,191,2,0,0,1.0,13,15
191,19.0,2,13.0,0,192,2,1,0,0.0,12,18
192,19.0,2,7.8542,0,193,3,0,1,1.0,9,42
193,3.0,2,26.0,1,194,2,1,1,1.0,8,19
194,44.0,0,27.7208,0,195,1,0,0,1.0,13,37
195,58.0,0,146.5208,0,196,1,0,0,1.0,9,15
196,29.84259578544061,1,7.75,0,197,3,1,0,0.0,12,16
197,42.0,2,8.4042,1,198,3,1,0,0.0,12,29
198,29.84259578544061,1,7.75,0,199,3,0,0,1.0,9,27
199,24.0,2,13.0,0,200,2,0,0,0.0,9,33
200,28.0,2,9.5,0,201,3,1,0,0.0,12,27
201,29.84259578544061,2,69.55,2,202,3,1,8,0.0,12,16
202,34.0,2,6.4958,0,203,3,1,0,0.0,12,23
203,45.5,0,7.225,0,204,3,1,0,0.0,12,17
204,18.0,2,8.05,0,205,3,1,0,1.0,12,21
205,2.0,2,10.4625,1,206,3,0,0,0.0,9,21
206,32.0,2,15.85,0,207,3,1,1,0.0,12,23
207,26.0,0,18.7875,0,208,3,1,0,1.0,12,24
208,16.0,1,7.75,0,209,3,0,0,1.0,9,20
209,40.0,0,31.0,0,210,1,1,0,1.0,12,13
210,24.0,2,7.05,0,211,3,1,0,0.0,12,11
211,35.0,2,21.0,0,212,2,0,0,1.0,9,21
212,22.0,2,7.25,0,213,3,1,0,0.0,12,19
213,30.0,2,13.0,0,214,2,1,0,0.0,12,24
214,29.84259578544061,1,7.75,0,215,3,1,1,0.0,12,16
215,31.0,0,113.275,0,216,1,0,1,1.0,9,18
216,27.0,2,7.925,0,217,3,0,0,1.0,9,17
217,42.0,2,27.0,0,218,2,1,1,0.0,12,25
218,32.0,0,76.2917,0,219,1,0,0,1.0,9,16
219,30.0,2,10.5,0,220,2,1,0,0.0,12,15
220,16.0,2,8.05,0,221,3,1,0,1.0,12,27
221,27.0,2,13.0,0,222,2,1,0,0.0,12,17
222,51.0,2,8.05,0,223,3,1,0,0.0,12,20
223,29.84259578544061,2,7.8958,0,224,3,1,0,0.0,12,17
224,38.0,2,90.0,0,225,1,1,1,1.0,12,25
225,22.0,2,9.35,0,226,3,1,0,0.0,12,25
226,19.0,2,10.5,0,227,2,1,0,1.0,12,22
227,20.5,2,7.25,0,228,3,1,0,0.0,12,28
228,18.0,2,13.0,0,229,2,1,0,0.0,12,22
229,29.84259578544061,2,25.4667,1,230,3,0,3,0.0,9,18
230,35.0,2,83.475,0,231,1,0,1,1.0,13,40
231,29.0,2,7.775,0,232,3,1,0,0.0,12,21
232,59.0,2,13.5,0,233,2,1,0,0.0,12,22
233,5.0,2,31.3875,2,234,3,0,4,1.0,9,25
234,24.0,2,10.5,0,235,2,1,0,0.0,12,30
235,29.84259578544061,2,7.55,0,236,3,0,0,0.0,9,23
236,44.0,2,26.0,0,237,2,1,1,0.0,12,14
237,8.0,2,26.25,2,238,2,0,0,1.0,9,27
238,19.0,2,10.5,0,239,2,1,0,0.0,12,28
239,33.0,2,12.275,0,240,2,1,0,0.0,12,19
240,29.84259578544061,0,14.4542,0,241,3,0,1,0.0,9,16
241,29.84259578544061,1,15.5,0,242,3,0,1,1.0,9,25
242,29.0,2,10.5,0,243,2,1,0,0.0,12,28
243,22.0,2,7.125,0,244,3,1,0,0.0,12,26
244,30.0,0,7.225,0,245,3,1,0,0.0,12,17
245,44.0,1,90.0,0,246,1,1,2,0.0,4,24
246,25.0,2,7.775,0,247,3,0,0,0.0,9,32
247,24.0,2,14.5,2,248,2,0,0,1.0,13,27
248,37.0,2,52.5542,1,249,1,1,1,1.0,12,26
249,54.0,2,26.0,0,250,2,1,1,0.0,15,25
250,29.84259578544061,2,7.25,0,251,3,1,0,0.0,12,19
251,29.0,2,10.4625,1,252,3,0,1,0.0,13,38
252,62.0,2,26.55,0,253,1,1,0,0.0,12,22
253,30.0,2,16.1,0,254,3,1,1,0.0,12,21
254,41.0,2,20.2125,2,255,3,0,0,0.0,13,36
255,29.0,0,15.2458,2,256,3,0,0,1.0,13,35
256,29.84259578544061,0,79.2,0,257,1,0,0,1.0,13,26
257,30.0,2,86.5,0,258,1,0,0,1.0,9,15
258,35.0,0,512.3292,0,259,1,0,0,1.0,9,11
259,50.0,2,26.0,1,260,2,0,0,1.0,13,23
260,29.84259578544061,1,7.75,0,261,3,1,0,0.0,12,14
261,3.0,2,31.3875,2,262,3,1,4,1.0,8,26
262,52.0,2,79.65,1,263,1,1,1,0.0,12,14
263,40.0,2,0.0,0,264,1,1,0,0.0,12,18
264,29.84259578544061,1,7.75,0,265,3,0,0,0.0,9,13
265,36.0,2,10.5,0,266,2,1,0,0.0,12,14
266,16.0,2,39.6875,1,267,3,1,4,0.0,12,22
267,25.0,2,7.775,0,268,3,1,1,1.0,12,21
268,58.0,2,153.4625,1,269,1,0,0,1.0,13,41
269,35.0,2,135.6333,0,270,1,0,0,1.0,9,17
270,29.84259578544061,2,31.0,0,271,1,1,0,0.0,12,18
271,25.0,2,0.0,0,272,3,1,0,1.0,12,25
272,41.0,2,19.5,1,273,2,0,0,1.0,13,37
273,37.0,0,29.7,1,274,1,1,0,0.0,12,18
274,29.84259578544061,1,7.75,0,275,3,0,0,1.0,9,21
275,63.0,2,77.9583,0,276,1,0,1,1.0,9,28
276,45.0,2,7.75,0,277,3,0,0,0.0,9,28
277,29.84259578544061,2,0.0,0,278,2,1,0,0.0,12,24
278,7.0,1,29.125,1,279,3,1,4,0.0,8,11
279,35.0,2,20.25,1,280,3,0,1,1.0,13,28
280,65.0,1,7.75,0,281,3,1,0,0.0,12,13
281,28.0,2,7.8542,0,282,3,1,0,0.0,12,29
282,16.0,2,9.5,0,283,3,1,0,0.0,12,22
283,19.0,2,8.05,0,284,3,1,0,1.0,12,23
284,29.84259578544061,2,26.0,0,285,1,1,0,0.0,12,23
285,33.0,0,8.6625,0,286,3,1,0,0.0,12,16
286,30.0,2,9.5,0,287,3,1,0,1.0,12,20
287,22.0,2,7.8958,0,288,3,1,0,0.0,12,17
288,42.0,2,13.0,0,289,2,1,0,1.0,12,17
289,22.0,1,7.75,0,290,3,0,0,1.0,9,15
290,26.0,2,78.85,0,291,1,0,0,1.0,9,23
291,19.0,0,91.0792,0,292,1,0,1,1.0,13,35
292,36.0,0,12.875,0,293,2,1,0,0.0,12,19
293,24.0,2,8.85,0,294,3,0,0,0.0,9,14
294,24.0,2,7.8958,0,295,3,1,0,0.0,12,13
295,29.84259578544061,0,27.7208,0,296,1,1,0,0.0,12,14
296,23.5,0,7.2292,0,297,3,1,0,0.0,12,15
297,2.0,2,151.55,2,298,1,0,1,0.0,9,23
298,29.84259578544061,2,30.5,0,299,1,1,0,1.0,12,18
299,50.0,0,247.5208,1,300,1,0,0,1.0,13,43
300,29.84259578544061,1,7.75,0,301,3,0,0,1.0,9,35
301,29.84259578544061,1,23.25,0,302,3,1,2,1.0,12,15
302,19.0,2,0.0,0,303,3,1,0,0.0,12,28
303,29.84259578544061,1,12.35,0,304,2,0,0,1.0,9,14
304,29.84259578544061,2,8.05,0,305,3,1,0,0.0,12,30
305,0.92,2,151.55,2,306,1,1,1,1.0,8,23
306,29.84259578544061,0,110.8833,0,307,1,0,0,1.0,9,18
307,17.0,0,108.9,0,308,1,0,1,1.0,13,78
308,30.0,0,24.0,0,309,2,1,1,0.0,12,16
309,30.0,0,56.9292,0,310,1,0,0,1.0,9,25
310,24.0,0,83.1583,0,311,1,0,0,1.0,9,25
311,18.0,0,262.375,2,312,1,0,2,1.0,9,21
312,26.0,2,26.0,1,313,2,0,1,0.0,13,33
313,28.0,2,7.8958,0,314,3,1,0,0.0,12,19
314,43.0,2,26.25,1,315,2,1,1,0.0,12,15
315,26.0,2,7.8542,0,316,3,0,0,1.0,9,26
316,24.0,2,26.0,0,317,2,0,1,1.0,13,31
317,54.0,2,14.0,0,318,2,1,0,0.0,4,17
318,31.0,2,164.8667,2,319,1,0,0,1.0,9,19
319,40.0,0,134.5,1,320,1,0,1,1.0,13,52
320,22.0,2,7.25,0,321,3,1,0,0.0,12,15
321,27.0,2,7.8958,0,322,3,1,0,0.0,12,13
322,30.0,1,12.35,0,323,2,0,0,1.0,9,20
323,22.0,2,29.0,1,324,2,0,1,1.0,13,47
324,29.84259578544061,2,69.55,2,325,3,1,8,0.0,12,21
325,36.0,0,135.6333,0,326,1,0,0,1.0,9,19
326,61.0,2,6.2375,0,327,3,1,0,0.0,12,22
327,36.0,2,13.0,0,328,2,0,0,1.0,13,19
328,31.0,2,20.525,1,329,3,0,1,1.0,13,42
329,16.0,0,57.9792,1,330,1,0,0,1.0,9,23
330,29.84259578544061,1,23.25,0,331,3,0,2,1.0,9,13
331,45.5,2,28.5,0,332,1,1,0,0.0,12,16
332,38.0,2,153.4625,1,333,1,1,0,0.0,12,22
333,16.0,2,18.0,0,334,3,1,2,0.0,12,28
334,29.84259578544061,2,133.65,0,335,1,0,1,1.0,13,46
335,29.84259578544061,2,7.8958,0,336,3,1,0,0.0,12,15
336,29.0,2,66.6,0,337,1,1,1,0.0,12,22
337,41.0,0,134.5,0,338,1,0,0,1.0,9,26
338,45.0,2,8.05,0,339,3,1,0,1.0,12,18
339,45.0,2,35.5,0,340,1,1,0,0.0,12,25
340,2.0,2,26.0,1,341,2,1,1,1.0,8,23
341,24.0,2,263.0,2,342,1,0,3,1.0,9,25
342,28.0,2,13.0,0,343,2,1,0,0.0,12,23
343,25.0,2,13.0,0,344,2,1,0,0.0,12,39
344,36.0,2,13.0,0,345,2,1,0,0.0,12,20
345,24.0,2,13.0,0,346,2,0,0,1.0,9,24
346,40.0,2,13.0,0,347,2,0,0,1.0,9,20
347,29.84259578544061,2,16.1,0,348,3,0,1,1.0,13,37
348,3.0,2,15.9,1,349,3,1,1,1.0,8,31
349,42.0,2,8.6625,0,350,3,1,0,0.0,12,13
350,23.0,2,9.225,0,351,3,1,0,0.0,12,19
351,29.84259578544061,2,35.0,0,352,1,1,0,0.0,12,35
352,15.0,0,7.2292,1,353,3,1,1,0.0,12,15
353,25.0,2,17.8,0,354,3,1,1,0.0,12,22
354,29.84259578544061,0,7.225,0,355,3,1,0,0.0,12,14
355,28.0,2,9.5,0,356,3,1,0,0.0,12,24
356,22.0,2,55.0,1,357,1,0,0,1.0,9,22
357,38.0,2,13.0,0,358,2,0,0,0.0,9,20
358,29.84259578544061,1,7.8792,0,359,3,0,0,1.0,9,15
359,29.84259578544061,1,7.8792,0,360,3,0,0,1.0,9,28
360,40.0,2,27.9,4,361,3,1,1,0.0,12,15
361,29.0,0,27.7208,0,362,2,1,1,0.0,12,22
362,45.0,0,14.4542,1,363,3,0,0,0.0,13,27
363,35.0,2,7.05,0,364,3,1,0,0.0,12,12
364,29.84259578544061,1,15.5,0,365,3,1,1,0.0,12,16
365,30.0,2,7.25,0,366,3,1,0,0.0,12,27
366,60.0,0,75.25,0,367,1,0,1,1.0,13,44
367,29.84259578544061,0,7.2292,0,368,3,0,0,1.0,13,26
368,29.84259578544061,1,7.75,0,369,3,0,0,1.0,9,14
369,24.0,0,69.3,0,370,1,0,0,1.0,11,25
370,25.0,0,55.4417,0,371,1,1,1,1.0,12,24
371,18.0,2,6.4958,0,372,3,1,1,0.0,12,22
372,19.0,2,8.05,0,373,3,1,0,0.0,12,23
373,22.0,0,135.6333,0,374,1,1,0,0.0,12,16
374,3.0,2,21.075,1,375,3,0,3,0.0,9,21
375,29.84259578544061,0,82.1708,0,376,1,0,1,1.0,13,33
376,22.0,2,7.25,0,377,3,0,0,1.0,9,26
377,27.0,0,211.5,2,378,1,1,0,0.0,12,22
378,20.0,0,4.0125,0,379,3,1,0,0.0,12,16
379,19.0,2,7.775,0,380,3,1,0,0.0,12,24
380,42.0,0,227.525,0,381,1,0,0,1.0,9,16
381,1.0,0,15.7417,2,382,3,0,0,1.0,9,22
382,32.0,2,7.925,0,383,3,1,0,0.0,12,15
383,35.0,2,52.0,0,384,1,0,1,1.0,13,47
384,29.84259578544061,2,7.8958,0,385,3,1,0,0.0,12,19
385,18.0,2,73.5,0,386,2,1,0,0.0,12,22
386,1.0,2,46.9,2,387,3,1,5,0.0,8,24
387,36.0,2,13.0,0,388,2,0,0,1.0,9,11
388,29.84259578544061,1,7.7292,0,389,3,1,0,0.0,12,17
389,17.0,0,12.0,0,390,2,0,0,1.0,9,16
390,36.0,2,120.0,2,391,1,1,1,1.0,12,23
391,21.0,2,7.7958,0,392,3,1,0,1.0,12,19
392,28.0,2,7.925,0,393,3,1,2,0.0,12,25
393,23.0,0,113.275,0,394,1,0,1,1.0,9,17
394,24.0,2,16.7,2,395,3,0,0,1.0,13,47
395,22.0,2,7.7958,0,396,3,1,0,0.0,12,16
396,31.0,2,7.8542,0,397,3,0,0,0.0,9,14
397,46.0,2,26.0,0,398,2,1,0,0.0,12,20
398,23.0,2,10.5,0,399,2,1,0,0.0,4,13
399,28.0,2,12.65,0,400,2,0,0,1.0,13,28
400,39.0,2,7.925,0,401,3,1,0,1.0,12,15
401,26.0,2,8.05,0,402,3,1,0,0.0,12,12
402,21.0,2,9.825,0,403,3,0,1,0.0,9,19
403,28.0,2,15.85,0,404,3,1,1,0.0,12,27
404,20.0,2,8.6625,0,405,3,0,0,0.0,9,18
405,34.0,2,21.0,0,406,2,1,1,0.0,12,15
406,51.0,2,7.75,0,407,3,1,0,0.0,12,29
407,3.0,2,18.75,1,408,2,1,1,1.0,8,23
408,21.0,2,7.775,0,409,3,1,0,0.0,12,30
409,29.84259578544061,2,25.4667,1,410,3,0,3,0.0,9,13
410,29.84259578544061,2,7.8958,0,411,3,1,0,0.0,12,15
411,29.84259578544061,1,6.8583,0,412,3,1,0,0.0,12,12
412,33.0,1,90.0,0,413,1,0,1,1.0,9,17
413,29.84259578544061,2,0.0,0,414,2,1,0,0.0,12,27
414,44.0,2,7.925,0,415,3,1,0,1.0,12,22
415,29.84259578544061,2,8.05,0,416,3,0,0,0.0,13,35
416,34.0,2,32.5,1,417,2,0,1,1.0,13,43
417,18.0,2,13.0,2,418,2,0,0,1.0,9,24
418,30.0,2,13.0,0,419,2,1,0,0.0,12,23
419,10.0,2,24.15,2,420,3,0,0,0.0,9,20
420,29.84259578544061,0,7.8958,0,421,3,1,0,0.0,12,19
421,21.0,1,7.7333,0,422,3,1,0,0.0,12,16
422,29.0,2,7.875,0,423,3,1,0,0.0,12,15
423,28.0,2,14.4,1,424,3,0,1,0.0,13,50
424,18.0,2,20.2125,1,425,3,1,1,0.0,12,24
425,29.84259578544061,2,7.25,0,426,3,1,0,0.0,12,19
426,28.0,2,26.0,0,427,2,0,1,1.0,13,39
427,19.0,2,26.0,0,428,2,0,0,1.0,9,62
428,29.84259578544061,1,7.75,0,429,3,1,0,0.0,12,13
429,32.0,2,8.05,0,430,3,1,0,1.0,12,31
430,28.0,2,26.55,0,431,1,1,0,1.0,12,38
431,29.84259578544061,2,16.1,0,432,3,0,1,1.0,13,45
432,42.0,2,26.0,0,433,2,0,1,1.0,13,47
433,17.0,2,7.125,0,434,3,1,0,0.0,12,23
434,50.0,2,55.9,0,435,1,1,1,0.0,12,22
435,14.0,2,120.0,2,436,1,0,1,1.0,9,20
436,21.0,2,34.375,2,437,3,0,2,0.0,9,31
437,24.0,2,18.75,3,438,2,0,2,1.0,13,33
438,64.0,2,263.0,4,439,1,1,1,0.0,12,14
439,31.0,2,10.5,0,440,2,1,0,0.0,12,35
440,45.0,2,26.25,1,441,2,0,1,1.0,13,39
441,20.0,2,9.5,0,442,3,1,0,0.0,12,12
442,25.0,2,7.775,0,443,3,1,1,0.0,12,22
443,28.0,2,13.0,0,444,2,0,0,1.0,14,22
444,29.84259578544061,2,8.1125,0,445,3,1,0,1.0,12,30
445,4.0,2,81.8583,2,446,1,1,0,1.0,8,18
446,13.0,2,19.5,1,447,2,0,0,1.0,9,28
447,34.0,2,26.55,0,448,1,1,0,1.0,12,24
